Plats,År,Plac,Klass,#,Namn,Klubb,Varv,Tid,Varv 1,Varv 2,Varv 3,Varv 4,Varv 5,Varv 6,Varv 7,Varv 8,Varv 9,Varv 10,Varv 11,Varv 1_Datetime,Varv 2_Datetime,Varv 3_Datetime,Varv 4_Datetime,Varv 5_Datetime,Varv 6_Datetime,Varv 7_Datetime,Varv 8_Datetime,Varv 9_Datetime,Varv 10_Datetime,Varv 11_Datetime
Tidaholms MK,2023.0,135.0,Motion 40-49,980.0,Niclas Sjökvist,FMCK Borås,5.0,18:52.1,19:50.7,9:44.5,19:46.6,9:48.9,19:41.1,,,,,,,1900-01-01 00:19:50.700,1900-01-01 00:09:44.500,1900-01-01 00:19:46.600,1900-01-01 00:09:48.900,1900-01-01 00:19:41.100,,,,,,
Tidaholms MK,2023.0,136.0,Motion -39,586.0,Johan Lidén,Eda MK,5.0,18:54.0,18:47.7,8:51.5,18:47.6,11:38.4,20:48.6,,,,,,,1900-01-01 00:18:47.700,1900-01-01 00:08:51.500,1900-01-01 00:18:47.600,1900-01-01 00:11:38.400,1900-01-01 00:20:48.600,,,,,,
Tidaholms MK,2023.0,137.0,Motion -39,614.0,Henrik Stråhle,Ma Lerum,5.0,19:11.2,18:51.6,9:54.0,19:50.3,10:53.3,19:41.9,,,,,,,1900-01-01 00:18:51.600,1900-01-01 00:09:54.000,1900-01-01 00:19:50.300,1900-01-01 00:10:53.300,1900-01-01 00:19:41.900,,,,,,
Tidaholms MK,2023.0,138.0,Motion 40-49,954.0,Christian Appelgren,Stenungsunds MS,5.0,19:22.4,18:47.6,10:20.2,18:23.4,12:20.0,19:30.9,,,,,,,1900-01-01 00:18:47.600,1900-01-01 00:10:20.200,1900-01-01 00:18:23.400,1900-01-01 00:12:20.000,1900-01-01 00:19:30.900,,,,,,
Tidaholms MK,2023.0,139.0,Motion 40-49,974.0,Ulric Karlsson,Tidaholms MK,5.0,19:51.4,18:12.6,10:03.7,19:16.2,12:08.1,20:10.7,,,,,,,1900-01-01 00:18:12.600,1900-01-01 00:10:03.700,1900-01-01 00:19:16.200,1900-01-01 00:12:08.100,1900-01-01 00:20:10.700,,,,,,
Tidaholms MK,2023.0,140.0,Motion -39,564.0,Göran Göransson,Björkö EK,5.0,20:37.8,20:01.3,9:27.1,21:04.7,10:30.5,19:34.0,,,,,,,1900-01-01 00:20:01.300,1900-01-01 00:09:27.100,1900-01-01 00:21:04.700,1900-01-01 00:10:30.500,1900-01-01 00:19:34.000,,,,,,
Tidaholms MK,2023.0,141.0,Motion -39,546.0,Rikard Sundström,Götene MK,5.0,21:25.6,16:45.1,9:11.8,18:03.1,18:21.2,19:04.2,,,,,,,1900-01-01 00:16:45.100,1900-01-01 00:09:11.800,1900-01-01 00:18:03.100,1900-01-01 00:18:21.200,1900-01-01 00:19:04.200,,,,,,
Tidaholms MK,2023.0,142.0,Ungdom E1,180.0,Viktor Isaksson,Kils MK,5.0,21:37.6,18:32.0,9:22.8,22:37.9,11:07.3,19:57.4,,,,,,,1900-01-01 00:18:32.000,1900-01-01 00:09:22.800,1900-01-01 00:22:37.900,1900-01-01 00:11:07.300,1900-01-01 00:19:57.400,,,,,,
Tidaholms MK,2023.0,143.0,Motion 40-49,998.0,Karl Henrik Johan Wass,Götene MK,5.0,21:48.0,19:52.4,9:49.7,19:32.2,11:15.6,21:18.0,,,,,,,1900-01-01 00:19:52.400,1900-01-01 00:09:49.700,1900-01-01 00:19:32.200,1900-01-01 00:11:15.600,1900-01-01 00:21:18.000,,,,,,
Tidaholms MK,2023.0,144.0,Motion 40-49,982.0,Cristoffer Matlak,Alingsås MCK,5.0,21:49.0,19:05.6,10:42.3,21:02.5,11:20.6,19:37.8,,,,,,,1900-01-01 00:19:05.600,1900-01-01 00:10:42.300,1900-01-01 00:21:02.500,1900-01-01 00:11:20.600,1900-01-01 00:19:37.800,,,,,,
Tidaholms MK,2023.0,145.0,Motion -39,570.0,Hans-Petter Eikedalen,Flittig Motocross & ATV,5.0,22:15.5,19:05.5,10:19.6,22:13.9,10:12.0,20:24.3,,,,,,,1900-01-01 00:19:05.500,1900-01-01 00:10:19.600,1900-01-01 00:22:13.900,1900-01-01 00:10:12.000,1900-01-01 00:20:24.300,,,,,,
Tidaholms MK,2023.0,146.0,Ungdom E1,199.0,William Blom,Skene MS,5.0,24:01.6,20:14.7,11:23.5,20:36.5,10:49.2,20:57.5,,,,,,,1900-01-01 00:20:14.700,1900-01-01 00:11:23.500,1900-01-01 00:20:36.500,1900-01-01 00:10:49.200,1900-01-01 00:20:57.500,,,,,,
Tidaholms MK,2023.0,147.0,Motion 40-49,918.0,Andréas Svensson,Stenungsunds MS,4.0,47:11.3,15:13.0,7:43.8,15:53.1,8:21.3,,,,,,,,1900-01-01 00:15:13.000,1900-01-01 00:07:43.800,1900-01-01 00:15:53.100,1900-01-01 00:08:21.300,,,,,,,
Tidaholms MK,2023.0,148.0,Motion -39,556.0,Tommy Gustafsson,Huskvarna MK,4.0,48:29.4,17:08.8,8:52.7,18:17.6,4:10.3,,,,,,,,1900-01-01 00:17:08.800,1900-01-01 00:08:52.700,1900-01-01 00:18:17.600,1900-01-01 00:04:10.300,,,,,,,
Tidaholms MK,2023.0,149.0,Motion -39,711.0,Andreas Breitfeld,Kungsbacka MA,4.0,52:34.8,17:13.1,8:38.4,18:07.8,8:35.4,,,,,,,,1900-01-01 00:17:13.100,1900-01-01 00:08:38.400,1900-01-01 00:18:07.800,1900-01-01 00:08:35.400,,,,,,,
Tidaholms MK,2023.0,150.0,Motion -39,624.0,Måns Kling,Huskvarna MK,4.0,53:34.7,16:22.5,9:33.3,17:41.4,9:57.3,,,,,,,,1900-01-01 00:16:22.500,1900-01-01 00:09:33.300,1900-01-01 00:17:41.400,1900-01-01 00:09:57.300,,,,,,,
Tidaholms MK,2023.0,151.0,Motion -39,652.0,Filip Johansson,Tidaholms MK,4.0,55:42.7,16:56.1,8:24.2,20:13.9,10:08.3,,,,,,,,1900-01-01 00:16:56.100,1900-01-01 00:08:24.200,1900-01-01 00:20:13.900,1900-01-01 00:10:08.300,,,,,,,
Tidaholms MK,2023.0,152.0,Motion -39,502.0,Johan Svensson,Falköpings MK,4.0,01:25.6,17:46.8,10:19.1,20:23.7,12:55.8,,,,,,,,1900-01-01 00:17:46.800,1900-01-01 00:10:19.100,1900-01-01 00:20:23.700,1900-01-01 00:12:55.800,,,,,,,
Tidaholms MK,2023.0,153.0,Ungdom E1,122.0,Tuva Sahlin Palmstedt,Lidköpings MCK,4.0,01:46.1,18:58.6,10:20.4,19:07.1,13:20.0,,,,,,,,1900-01-01 00:18:58.600,1900-01-01 00:10:20.400,1900-01-01 00:19:07.100,1900-01-01 00:13:20.000,,,,,,,
Tidaholms MK,2023.0,154.0,Motion 40-49,914.0,Emil Kårlin,Lilla Edets MCK,4.0,04:36.8,20:18.0,10:15.8,20:59.0,13:03.9,,,,,,,,1900-01-01 00:20:18.000,1900-01-01 00:10:15.800,1900-01-01 00:20:59.000,1900-01-01 00:13:03.900,,,,,,,
Tidaholms MK,2023.0,155.0,Motion 40-49,999.0,Johan Törnqvist,FMCK Skövde,4.0,05:11.0,20:21.8,11:38.2,21:27.4,11:43.5,,,,,,,,1900-01-01 00:20:21.800,1900-01-01 00:11:38.200,1900-01-01 00:21:27.400,1900-01-01 00:11:43.500,,,,,,,
Tidaholms MK,2023.0,156.0,Ungdom E1,124.0,Sam Aronsson,Töreboda MK,4.0,06:12.5,20:24.6,10:49.3,21:11.8,13:46.5,,,,,,,,1900-01-01 00:20:24.600,1900-01-01 00:10:49.300,1900-01-01 00:21:11.800,1900-01-01 00:13:46.500,,,,,,,
Tidaholms MK,2023.0,157.0,Ungdom E1,195.0,Casper Svahn,Örebro MK,4.0,06:54.5,18:34.5,10:59.7,23:35.2,13:44.9,,,,,,,,1900-01-01 00:18:34.500,1900-01-01 00:10:59.700,1900-01-01 00:23:35.200,1900-01-01 00:13:44.900,,,,,,,
Tidaholms MK,2023.0,158.0,Motion -39,508.0,Maria Thomsen,FMCK Borås,4.0,08:44.2,22:55.5,10:53.3,21:42.6,13:12.7,,,,,,,,1900-01-01 00:22:55.500,1900-01-01 00:10:53.300,1900-01-01 00:21:42.600,1900-01-01 00:13:12.700,,,,,,,
Tidaholms MK,2023.0,159.0,Ungdom E1,111.0,Anton Andersson,Norrahammars MK,4.0,08:55.9,18:52.8,14:14.9,18:56.3,16:51.8,,,,,,,,1900-01-01 00:18:52.800,1900-01-01 00:14:14.900,1900-01-01 00:18:56.300,1900-01-01 00:16:51.800,,,,,,,
Tidaholms MK,2023.0,160.0,Motion -39,594.0,Anton Torgin,Donkelo RK,4.0,10:45.7,22:31.0,13:42.0,21:27.7,13:04.8,,,,,,,,1900-01-01 00:22:31.000,1900-01-01 00:13:42.000,1900-01-01 00:21:27.700,1900-01-01 00:13:04.800,,,,,,,
Tidaholms MK,2023.0,161.0,Motion -39,590.0,Tobias Hagelin,FMCK Borås,4.0,13:36.7,24:09.8,11:50.2,24:30.9,13:05.6,,,,,,,,1900-01-01 00:24:09.800,1900-01-01 00:11:50.200,1900-01-01 00:24:30.900,1900-01-01 00:13:05.600,,,,,,,
Tidaholms MK,2023.0,162.0,Ungdom E1,126.0,Marwin Wik,Skene MS,4.0,15:24.8,22:40.3,13:07.1,20:34.4,19:02.8,,,,,,,,1900-01-01 00:22:40.300,1900-01-01 00:13:07.100,1900-01-01 00:20:34.400,1900-01-01 00:19:02.800,,,,,,,
Tidaholms MK,2023.0,163.0,Motion -39,503.0,Rickard Forsberg,Mariestads EK,4.0,22:44.8,21:49.0,14:53.1,27:26.0,18:36.6,,,,,,,,1900-01-01 00:21:49.000,1900-01-01 00:14:53.100,1900-01-01 00:27:26.000,1900-01-01 00:18:36.600,,,,,,,
Tidaholms MK,2023.0,164.0,Motion 40-49,1020.0,Jonas Gustafsson,Götene MK,3.0,44:14.1,17:34.0,9:13.6,17:26.5,,,,,,,,,1900-01-01 00:17:34.000,1900-01-01 00:09:13.600,1900-01-01 00:17:26.500,,,,,,,,
Tidaholms MK,2023.0,165.0,Motion -39,511.0,Oliver Wennerholm,FMCK Borås,3.0,46:12.9,18:30.0,8:56.8,18:46.0,,,,,,,,,1900-01-01 00:18:30.000,1900-01-01 00:08:56.800,1900-01-01 00:18:46.000,,,,,,,,
Tidaholms MK,2023.0,166.0,Motion 40-49,951.0,Jonas Eriksson,Mariestads EK,3.0,51:45.3,19:24.6,9:49.3,22:31.2,,,,,,,,,1900-01-01 00:19:24.600,1900-01-01 00:09:49.300,1900-01-01 00:22:31.200,,,,,,,,
Tidaholms MK,2023.0,167.0,Motion 40-49,902.0,Andreas Sandberg,FMCK Borås,3.0,00:08.8,22:16.9,12:35.0,25:16.9,,,,,,,,,1900-01-01 00:22:16.900,1900-01-01 00:12:35.000,1900-01-01 00:25:16.900,,,,,,,,
Tidaholms MK,2023.0,168.0,Motion 40-49,978.0,Johan Karlsson,Älvbygdens MK,2.0,23:57.3,16:00.5,7:56.7,,,,,,,,,,1900-01-01 00:16:00.500,1900-01-01 00:07:56.700,,,,,,,,,
Tidaholms MK,2023.0,169.0,Motion -39,823.0,Isak Ljungström,Hallsbergs MK,2.0,26:11.6,17:15.4,8:56.2,,,,,,,,,,1900-01-01 00:17:15.400,1900-01-01 00:08:56.200,,,,,,,,,
Tidaholms MK,2023.0,170.0,Motion -39,728.0,Arvid Siggesson,Tibro MK,2.0,27:21.0,17:22.3,9:58.7,,,,,,,,,,1900-01-01 00:17:22.300,1900-01-01 00:09:58.700,,,,,,,,,
Tidaholms MK,2023.0,171.0,Motion 40-49,906.0,Anders Billestedt Andersson,Stenungsunds MS,2.0,28:47.5,18:58.9,9:48.6,,,,,,,,,,1900-01-01 00:18:58.900,1900-01-01 00:09:48.600,,,,,,,,,
Tidaholms MK,2023.0,172.0,Ungdom E1,187.0,Ludwig Demegård,Tibro MK,2.0,31:46.6,20:38.0,11:08.5,,,,,,,,,,1900-01-01 00:20:38.000,1900-01-01 00:11:08.500,,,,,,,,,
Tidaholms MK,2023.0,173.0,Motion 40-49,965.0,Eric Ackeby,Beskaskinn MC,2.0,46:55.2,26:14.0,20:41.2,,,,,,,,,,1900-01-01 00:26:14.000,1900-01-01 00:20:41.200,,,,,,,,,
Tidaholms MK,2023.0,174.0,Motion -39,558.0,Albin Strandhag,FMCK Skövde,1.0,18:30.0,18:30.0,,,,,,,,,,,1900-01-01 00:18:30.000,,,,,,,,,,
Tidaholms MK,2023.0,175.0,Ungdom E1,114.0,William Ahlander,Tibro MK,1.0,26:35.0,26:35.0,,,,,,,,,,,1900-01-01 00:26:35.000,,,,,,,,,,
Tidaholms MK,2023.0,176.0,Ungdom E1,123.0,Axel Darius,Lidköpings MCK,1.0,35:22.8,35:22.8,,,,,,,,,,,1900-01-01 00:35:22.800,,,,,,,,,,
Tidaholms MK,2023.0,177.0,Ungdom E1,170.0,Maximillian Fridérus,Ulricehamns MK,1.0,37:58.9,37:58.9,,,,,,,,,,,1900-01-01 00:37:58.900,,,,,,,,,,
Tidaholms MK,2023.0,1.0,Senior,7.0,Casper Lindholm,Linköpings MS,9.0,25:53.3,11:51.4,5:59.2,12:15.6,6:12.0,12:24.4,6:23.3,12:20.8,6:09.9,12:16.3,,,1900-01-01 00:11:51.400,1900-01-01 00:05:59.200,1900-01-01 00:12:15.600,1900-01-01 00:06:12.000,1900-01-01 00:12:24.400,1900-01-01 00:06:23.300,1900-01-01 00:12:20.800,1900-01-01 00:06:09.900,1900-01-01 00:12:16.300,,
Tidaholms MK,2023.0,2.0,Junior,191.0,Isac Friman,Tidaholms MK,9.0,27:03.5,12:00.9,5:55.6,12:16.8,6:08.4,12:20.5,6:45.9,12:36.1,6:23.6,12:35.4,,,1900-01-01 00:12:00.900,1900-01-01 00:05:55.600,1900-01-01 00:12:16.800,1900-01-01 00:06:08.400,1900-01-01 00:12:20.500,1900-01-01 00:06:45.900,1900-01-01 00:12:36.100,1900-01-01 00:06:23.600,1900-01-01 00:12:35.400,,
Tidaholms MK,2023.0,3.0,Senior,4.0,Max Erlandsson,Falköpings MK,9.0,27:39.7,12:17.7,6:14.0,12:53.0,6:18.0,12:38.6,6:15.0,12:28.0,6:11.2,12:23.8,,,1900-01-01 00:12:17.700,1900-01-01 00:06:14.000,1900-01-01 00:12:53.000,1900-01-01 00:06:18.000,1900-01-01 00:12:38.600,1900-01-01 00:06:15.000,1900-01-01 00:12:28.000,1900-01-01 00:06:11.200,1900-01-01 00:12:23.800,,
Tidaholms MK,2023.0,4.0,Senior,3.0,Jesper Börjesson,Tibro MK,9.0,29:13.2,12:26.1,5:57.3,12:51.3,6:10.7,13:11.4,6:18.6,12:59.8,6:13.7,13:03.8,,,1900-01-01 00:12:26.100,1900-01-01 00:05:57.300,1900-01-01 00:12:51.300,1900-01-01 00:06:10.700,1900-01-01 00:13:11.400,1900-01-01 00:06:18.600,1900-01-01 00:12:59.800,1900-01-01 00:06:13.700,1900-01-01 00:13:03.800,,
Tidaholms MK,2023.0,5.0,Senior,78.0,Adam Fast,SMK Vingåker,9.0,29:59.1,12:16.3,6:10.9,13:04.4,6:32.8,12:52.9,6:27.1,12:54.2,6:32.9,13:07.2,,,1900-01-01 00:12:16.300,1900-01-01 00:06:10.900,1900-01-01 00:13:04.400,1900-01-01 00:06:32.800,1900-01-01 00:12:52.900,1900-01-01 00:06:27.100,1900-01-01 00:12:54.200,1900-01-01 00:06:32.900,1900-01-01 00:13:07.200,,
Tidaholms MK,2023.0,6.0,Senior,5.0,Nisse Bengtsson,Tidaholms MK,9.0,30:12.7,12:34.3,6:14.4,12:58.1,6:21.0,13:04.3,6:26.5,13:04.2,6:27.9,13:01.7,,,1900-01-01 00:12:34.300,1900-01-01 00:06:14.400,1900-01-01 00:12:58.100,1900-01-01 00:06:21.000,1900-01-01 00:13:04.300,1900-01-01 00:06:26.500,1900-01-01 00:13:04.200,1900-01-01 00:06:27.900,1900-01-01 00:13:01.700,,
Tidaholms MK,2023.0,7.0,Junior,182.0,Arvid Karlsson,FMCK Skövde,9.0,32:51.2,13:00.2,6:18.5,13:40.7,6:26.9,13:20.9,6:20.7,14:06.9,6:22.3,13:13.7,,,1900-01-01 00:13:00.200,1900-01-01 00:06:18.500,1900-01-01 00:13:40.700,1900-01-01 00:06:26.900,1900-01-01 00:13:20.900,1900-01-01 00:06:20.700,1900-01-01 00:14:06.900,1900-01-01 00:06:22.300,1900-01-01 00:13:13.700,,
Tidaholms MK,2023.0,8.0,Junior,110.0,Carl Olsson,FMCK Skövde,9.0,33:27.6,13:01.8,6:31.5,13:13.4,6:43.8,13:29.1,6:45.3,13:26.7,6:41.6,13:34.2,,,1900-01-01 00:13:01.800,1900-01-01 00:06:31.500,1900-01-01 00:13:13.400,1900-01-01 00:06:43.800,1900-01-01 00:13:29.100,1900-01-01 00:06:45.300,1900-01-01 00:13:26.700,1900-01-01 00:06:41.600,1900-01-01 00:13:34.200,,
Tidaholms MK,2023.0,9.0,Junior,174.0,André Blohmé,FMCK Hässleholm,9.0,33:31.4,12:44.6,6:06.6,12:51.5,7:31.5,13:10.0,6:35.5,13:44.5,6:46.3,14:00.4,,,1900-01-01 00:12:44.600,1900-01-01 00:06:06.600,1900-01-01 00:12:51.500,1900-01-01 00:07:31.500,1900-01-01 00:13:10.000,1900-01-01 00:06:35.500,1900-01-01 00:13:44.500,1900-01-01 00:06:46.300,1900-01-01 00:14:00.400,,
Tidaholms MK,2023.0,10.0,Junior,198.0,Kalle Ahlin,Falköpings MK,9.0,34:16.5,12:29.1,6:13.3,13:26.6,7:53.5,14:03.1,6:48.8,13:27.3,6:39.8,13:14.6,,,1900-01-01 00:12:29.100,1900-01-01 00:06:13.300,1900-01-01 00:13:26.600,1900-01-01 00:07:53.500,1900-01-01 00:14:03.100,1900-01-01 00:06:48.800,1900-01-01 00:13:27.300,1900-01-01 00:06:39.800,1900-01-01 00:13:14.600,,
Tidaholms MK,2023.0,11.0,Junior,109.0,Jesper Storm,Tidaholms MK,9.0,34:19.6,12:34.3,6:38.6,13:20.3,7:05.9,13:17.2,7:15.7,13:27.7,6:51.4,13:48.3,,,1900-01-01 00:12:34.300,1900-01-01 00:06:38.600,1900-01-01 00:13:20.300,1900-01-01 00:07:05.900,1900-01-01 00:13:17.200,1900-01-01 00:07:15.700,1900-01-01 00:13:27.700,1900-01-01 00:06:51.400,1900-01-01 00:13:48.300,,
Tidaholms MK,2023.0,12.0,Junior,105.0,Hugo Svensson,Vimmerby MS,9.0,34:32.5,13:32.7,6:39.1,13:49.7,6:37.2,13:20.4,7:04.3,13:27.6,6:42.5,13:18.7,,,1900-01-01 00:13:32.700,1900-01-01 00:06:39.100,1900-01-01 00:13:49.700,1900-01-01 00:06:37.200,1900-01-01 00:13:20.400,1900-01-01 00:07:04.300,1900-01-01 00:13:27.600,1900-01-01 00:06:42.500,1900-01-01 00:13:18.700,,
Tidaholms MK,2023.0,13.0,Junior,179.0,Kalle Hindström,Tibro MK,9.0,34:51.0,12:51.6,6:35.2,13:43.3,6:42.3,13:29.3,6:58.6,13:30.8,6:46.7,14:12.9,,,1900-01-01 00:12:51.600,1900-01-01 00:06:35.200,1900-01-01 00:13:43.300,1900-01-01 00:06:42.300,1900-01-01 00:13:29.300,1900-01-01 00:06:58.600,1900-01-01 00:13:30.800,1900-01-01 00:06:46.700,1900-01-01 00:14:12.900,,
Tidaholms MK,2023.0,14.0,Junior,102.0,Robin Gunnarsson,Skene MS,9.0,35:08.6,13:19.6,6:24.7,13:27.6,6:35.4,13:45.9,6:45.6,14:02.7,6:51.0,13:55.5,,,1900-01-01 00:13:19.600,1900-01-01 00:06:24.700,1900-01-01 00:13:27.600,1900-01-01 00:06:35.400,1900-01-01 00:13:45.900,1900-01-01 00:06:45.600,1900-01-01 00:14:02.700,1900-01-01 00:06:51.000,1900-01-01 00:13:55.500,,
Tidaholms MK,2023.0,15.0,Junior,150.0,William Berg,Solshesters MCK,9.0,35:55.4,13:07.1,6:44.1,13:40.3,6:43.3,13:48.5,6:44.4,13:32.5,6:49.1,14:45.7,,,1900-01-01 00:13:07.100,1900-01-01 00:06:44.100,1900-01-01 00:13:40.300,1900-01-01 00:06:43.300,1900-01-01 00:13:48.500,1900-01-01 00:06:44.400,1900-01-01 00:13:32.500,1900-01-01 00:06:49.100,1900-01-01 00:14:45.700,,
Tidaholms MK,2023.0,16.0,Junior,171.0,Sixten Lundgren,Norrahammars MK,9.0,36:20.2,13:09.1,6:46.8,13:50.2,6:49.6,13:40.1,7:01.5,13:53.7,6:58.2,14:10.6,,,1900-01-01 00:13:09.100,1900-01-01 00:06:46.800,1900-01-01 00:13:50.200,1900-01-01 00:06:49.600,1900-01-01 00:13:40.100,1900-01-01 00:07:01.500,1900-01-01 00:13:53.700,1900-01-01 00:06:58.200,1900-01-01 00:14:10.600,,
Tidaholms MK,2023.0,17.0,Junior,141.0,Håkon Nohr,Borg mc klubb,9.0,36:24.6,14:05.0,6:21.1,14:29.6,6:38.0,14:00.4,6:33.6,13:52.9,6:22.7,14:00.9,,,1900-01-01 00:14:05.000,1900-01-01 00:06:21.100,1900-01-01 00:14:29.600,1900-01-01 00:06:38.000,1900-01-01 00:14:00.400,1900-01-01 00:06:33.600,1900-01-01 00:13:52.900,1900-01-01 00:06:22.700,1900-01-01 00:14:00.900,,
Tidaholms MK,2023.0,18.0,Junior,120.0,Edvin Hagman,Falköpings MK,9.0,36:44.7,12:56.0,6:25.4,13:20.8,7:30.9,13:42.3,6:54.9,14:10.6,7:08.8,14:34.6,,,1900-01-01 00:12:56.000,1900-01-01 00:06:25.400,1900-01-01 00:13:20.800,1900-01-01 00:07:30.900,1900-01-01 00:13:42.300,1900-01-01 00:06:54.900,1900-01-01 00:14:10.600,1900-01-01 00:07:08.800,1900-01-01 00:14:34.600,,
Tidaholms MK,2023.0,19.0,Junior,119.0,Robin Stjernström,Vimmerby MS,9.0,38:19.2,13:48.5,6:33.7,14:09.7,6:50.7,14:24.6,6:50.1,14:14.6,6:52.9,14:34.0,,,1900-01-01 00:13:48.500,1900-01-01 00:06:33.700,1900-01-01 00:14:09.700,1900-01-01 00:06:50.700,1900-01-01 00:14:24.600,1900-01-01 00:06:50.100,1900-01-01 00:14:14.600,1900-01-01 00:06:52.900,1900-01-01 00:14:34.000,,
Tidaholms MK,2023.0,20.0,Junior,148.0,Ludvig Pettersson,Töreboda MK,9.0,38:56.7,13:19.4,6:42.5,14:31.5,7:36.1,14:04.2,7:20.3,14:02.7,7:00.1,14:19.6,,,1900-01-01 00:13:19.400,1900-01-01 00:06:42.500,1900-01-01 00:14:31.500,1900-01-01 00:07:36.100,1900-01-01 00:14:04.200,1900-01-01 00:07:20.300,1900-01-01 00:14:02.700,1900-01-01 00:07:00.100,1900-01-01 00:14:19.600,,
Tidaholms MK,2023.0,21.0,Junior,107.0,Lukas Engerstad,Skene MS,9.0,39:13.3,13:34.5,6:40.7,13:45.7,8:02.3,14:03.0,7:19.1,14:13.1,7:13.1,14:21.4,,,1900-01-01 00:13:34.500,1900-01-01 00:06:40.700,1900-01-01 00:13:45.700,1900-01-01 00:08:02.300,1900-01-01 00:14:03.000,1900-01-01 00:07:19.100,1900-01-01 00:14:13.100,1900-01-01 00:07:13.100,1900-01-01 00:14:21.400,,
Tidaholms MK,2023.0,22.0,Junior,125.0,Oliver Önnefors,FMCK Skövde,9.0,39:22.6,14:03.2,6:50.7,14:26.9,7:10.1,14:11.9,7:15.1,14:17.4,6:51.7,14:15.2,,,1900-01-01 00:14:03.200,1900-01-01 00:06:50.700,1900-01-01 00:14:26.900,1900-01-01 00:07:10.100,1900-01-01 00:14:11.900,1900-01-01 00:07:15.100,1900-01-01 00:14:17.400,1900-01-01 00:06:51.700,1900-01-01 00:14:15.200,,
Tidaholms MK,2023.0,23.0,Junior,137.0,Alfred Karlsson,FMCK Skövde,9.0,40:11.1,13:54.2,6:54.9,14:57.8,7:07.6,14:26.6,7:09.9,14:11.9,7:12.2,14:15.7,,,1900-01-01 00:13:54.200,1900-01-01 00:06:54.900,1900-01-01 00:14:57.800,1900-01-01 00:07:07.600,1900-01-01 00:14:26.600,1900-01-01 00:07:09.900,1900-01-01 00:14:11.900,1900-01-01 00:07:12.200,1900-01-01 00:14:15.700,,
Tidaholms MK,2023.0,24.0,Senior,18.0,Aleksander Kalbekkdalen,Notodden Crossklubb,9.0,40:25.8,13:34.3,8:32.8,14:05.8,6:52.5,14:05.5,7:03.5,14:25.0,7:07.2,14:38.8,,,1900-01-01 00:13:34.300,1900-01-01 00:08:32.800,1900-01-01 00:14:05.800,1900-01-01 00:06:52.500,1900-01-01 00:14:05.500,1900-01-01 00:07:03.500,1900-01-01 00:14:25.000,1900-01-01 00:07:07.200,1900-01-01 00:14:38.800,,
Tidaholms MK,2023.0,25.0,Junior,149.0,Linus Knutsson,Falköpings MK,9.0,40:55.1,13:53.0,7:11.4,13:51.5,7:07.8,14:27.6,7:24.3,14:42.5,7:36.4,14:40.3,,,1900-01-01 00:13:53.000,1900-01-01 00:07:11.400,1900-01-01 00:13:51.500,1900-01-01 00:07:07.800,1900-01-01 00:14:27.600,1900-01-01 00:07:24.300,1900-01-01 00:14:42.500,1900-01-01 00:07:36.400,1900-01-01 00:14:40.300,,
Tidaholms MK,2023.0,26.0,Junior,118.0,Emil Mann,Falköpings MK,9.0,41:04.1,13:41.0,6:37.6,14:07.3,6:56.5,14:09.4,7:07.1,15:49.2,7:26.5,15:09.1,,,1900-01-01 00:13:41.000,1900-01-01 00:06:37.600,1900-01-01 00:14:07.300,1900-01-01 00:06:56.500,1900-01-01 00:14:09.400,1900-01-01 00:07:07.100,1900-01-01 00:15:49.200,1900-01-01 00:07:26.500,1900-01-01 00:15:09.100,,
Tidaholms MK,2023.0,27.0,Senior,97.0,Rasmus Andersson,Götene MK,9.0,41:59.3,14:01.4,6:55.2,14:18.4,8:14.6,14:36.8,7:20.3,14:22.7,7:28.7,14:40.9,,,1900-01-01 00:14:01.400,1900-01-01 00:06:55.200,1900-01-01 00:14:18.400,1900-01-01 00:08:14.600,1900-01-01 00:14:36.800,1900-01-01 00:07:20.300,1900-01-01 00:14:22.700,1900-01-01 00:07:28.700,1900-01-01 00:14:40.900,,
Tidaholms MK,2023.0,28.0,Junior,121.0,Carl Nydén,SMK Värnamo,9.0,44:45.0,13:38.3,6:42.5,14:02.7,7:22.5,14:48.7,7:45.0,14:53.0,7:33.1,17:58.9,,,1900-01-01 00:13:38.300,1900-01-01 00:06:42.500,1900-01-01 00:14:02.700,1900-01-01 00:07:22.500,1900-01-01 00:14:48.700,1900-01-01 00:07:45.000,1900-01-01 00:14:53.000,1900-01-01 00:07:33.100,1900-01-01 00:17:58.900,,
Tidaholms MK,2023.0,29.0,Junior,114.0,Melvin Blom,Bodafors MK,9.0,45:26.6,13:38.8,7:22.9,14:27.7,7:41.3,15:54.6,7:33.1,15:26.3,8:04.8,15:16.7,,,1900-01-01 00:13:38.800,1900-01-01 00:07:22.900,1900-01-01 00:14:27.700,1900-01-01 00:07:41.300,1900-01-01 00:15:54.600,1900-01-01 00:07:33.100,1900-01-01 00:15:26.300,1900-01-01 00:08:04.800,1900-01-01 00:15:16.700,,
Tidaholms MK,2023.0,30.0,Junior,112.0,Viggo Johansson,SMK Eksjö,9.0,49:57.2,14:38.8,9:25.7,15:07.9,7:42.5,15:25.6,8:08.9,15:14.7,8:03.1,16:09.7,,,1900-01-01 00:14:38.800,1900-01-01 00:09:25.700,1900-01-01 00:15:07.900,1900-01-01 00:07:42.500,1900-01-01 00:15:25.600,1900-01-01 00:08:08.900,1900-01-01 00:15:14.700,1900-01-01 00:08:03.100,1900-01-01 00:16:09.700,,
